"","Date","Max_TemperatureC","Mean_TemperatureC","Min_TemperatureC","Dew_PointC","MeanDew_PointC","Min_DewpointC","Max_Humidity","Mean_Humidity","Min_Humidity","Max_Sea_Level_PressurehPa","Mean_Sea_Level_PressurehPa","Min_Sea_Level_PressurehPa","Max_VisibilityKm","Mean_VisibilityKm","Min_VisibilitykM","Max_Wind_SpeedKm_h","Mean_Wind_SpeedKm_h","Max_Gust_SpeedKm_h","Precipitationmm","CloudCover","Events","WindDirDegrees","Station"
"119",2013-04-29,13,10,8,10,8,7,100,84,72,1020,1017,1014,10,10,10,13,8,NA,0,7,"Rain",319,"EDDH"
"120",2013-04-30,16,11,7,12,9,7,100,86,72,1020,1017,1016,10,7,4,23,13,NA,0,6,NA,30,"EDDH"
"121",2013-05-01,20,13,7,15,11,7,100,84,64,1020,1018,1015,10,8,4,21,11,NA,0,5,"Fog",39,"EDDH"
"122",2013-05-02,17,13,11,14,12,10,100,88,82,1018,1016,1015,10,7,3,14,8,NA,0,6,"Rain",323,"EDDH"
"123",2013-05-03,15,13,11,11,11,10,100,88,77,1016,1014,1012,10,7,3,21,11,NA,0,6,"Rain",324,"EDDH"
"124",2013-05-04,18,13,8,12,9,7,100,78,52,1022,1018,1016,10,10,10,23,14,45,0,5,"Rain",258,"EDDH"
"125",2013-05-05,19,13,7,11,8,6,100,74,52,1024,1022,1020,10,10,10,19,10,NA,0,3,"Fog",94,"EDDH"
"126",2013-05-06,20,14,9,14,11,7,100,77,52,1020,1016,1014,10,9,4,21,13,NA,0,4,"Rain",47,"EDDH"
"127",2013-05-07,18,14,12,13,12,11,100,86,68,1016,1015,1014,10,8,4,19,10,NA,0,6,"Rain",253,"EDDH"
"128",2013-05-08,22,16,11,12,11,8,100,73,46,1016,1015,1013,10,10,10,13,6,NA,0,5,"Rain",157,"EDDH"
"129",2013-05-09,22,16,9,14,12,9,100,75,50,1017,1015,1013,10,10,10,13,6,NA,0,5,"Fog-Rain",259,"EDDH"
"130",2013-05-10,16,12,9,15,12,8,100,94,77,1018,1015,1012,10,9,7,24,11,NA,0,8,"Rain",278,"EDDH"
"131",2013-05-11,12,10,9,10,9,8,100,92,82,1018,1016,1015,10,9,6,19,10,NA,0,6,"Rain",248,"EDDH"
"132",2013-05-12,14,9,5,8,6,3,100,83,66,1021,1016,1014,10,9,5,34,14,64,0,5,"Rain-Thunderstorm",261,"EDDH"
"133",2013-05-13,12,7,3,8,6,3,100,83,71,1021,1019,1016,10,10,10,27,14,NA,0,6,"Rain",240,"EDDH"
"134",2013-05-14,18,13,8,10,8,6,100,72,52,1016,1012,1007,10,10,10,16,6,NA,0,5,NA,165,"EDDH"
"135",2013-05-15,24,16,7,13,8,5,100,65,31,1007,1003,1000,10,10,10,14,8,32,0,4,"Fog",86,"EDDH"
"136",2013-05-16,20,13,6,11,9,6,100,73,49,1002,997,994,10,10,10,27,11,NA,0,6,"Fog",86,"EDDH"
"137",2013-05-17,19,16,12,13,12,10,94,84,60,1005,999,997,10,8,5,27,11,NA,0,6,"Rain-Thunderstorm",280,"EDDH"
"138",2013-05-18,19,14,10,10,9,8,100,74,49,1010,1008,1005,10,8,5,23,11,NA,0,3,"Rain",232,"EDDH"
"139",2013-05-19,21,14,7,14,9,6,100,82,53,1012,1007,1004,10,10,10,37,13,53,0,4,"Rain",265,"EDDH"
"140",2013-05-20,17,11,6,8,6,2,100,69,42,1015,1013,1011,10,10,10,24,13,NA,0,4,"Rain",227,"EDDH"
"141",2013-05-21,17,11,6,9,7,4,100,80,48,1015,1012,1010,10,10,9,27,8,52,0,5,"Rain-Thunderstorm",186,"EDDH"
"142",2013-05-22,12,10,8,10,7,4,94,86,76,1013,1010,1008,10,10,6,29,16,42,0,6,"Rain",258,"EDDH"
"143",2013-05-23,13,9,6,6,4,2,93,77,47,1013,1009,1004,10,10,10,37,11,60,0,6,"Rain-Thunderstorm",260,"EDDH"
"144",2013-05-24,9,7,4,4,3,2,93,80,62,1012,1010,1009,10,10,10,23,16,NA,0,6,"Rain",307,"EDDH"
"145",2013-05-25,9,6,3,5,4,3,100,85,66,1012,1011,1010,10,9,5,13,8,NA,0,6,"Rain",282,"EDDH"
"146",2013-05-26,8,7,5,6,5,4,93,90,81,1012,1011,1010,10,10,5,39,23,60,0,7,"Rain",254,"EDDH"
"147",2013-05-27,12,9,6,8,6,5,93,85,67,1011,1010,1009,10,10,8,37,27,53,0,7,"Rain",248,"EDDH"
"148",2013-05-28,19,10,2,10,7,2,100,75,43,1010,1005,1000,10,9,3,11,5,NA,0,2,"Fog",85,"EDDH"
"149",2013-05-29,12,9,7,11,8,5,100,89,76,1006,1003,1000,10,9,4,34,14,50,0,5,"Rain",252,"EDDH"
"150",2013-05-30,12,9,6,8,7,6,100,86,67,1007,1006,1004,10,10,8,23,10,NA,0,7,"Rain",285,"EDDH"
"151",2013-05-31,10,8,7,10,8,7,100,96,87,1004,1001,999,10,8,3,39,29,60,0,8,"Rain",257,"EDDH"
"152",2013-06-01,13,9,6,12,11,6,100,95,82,1011,1008,1004,10,8,3,29,10,45,0,6,"Fog-Rain",292,"EDDH"
"153",2013-06-02,12,10,7,11,9,6,100,96,87,1022,1016,1011,10,7,4,39,24,50,0,7,"Rain",288,"EDDH"
"154",2013-06-03,8,7,6,7,6,4,100,96,81,1023,1023,1022,10,9,4,23,16,NA,0,7,"Rain",272,"EDDH"
"155",2013-06-04,16,11,6,11,8,6,100,87,63,1023,1020,1018,10,8,5,16,11,NA,0,6,"Rain",233,"EDDH"
"156",2013-06-05,20,14,9,12,10,8,100,77,46,1019,1018,1017,10,9,8,16,6,NA,0,3,"Fog",63,"EDDH"
"157",2013-06-06,22,13,6,13,11,6,100,76,41,1020,1019,1018,10,10,10,24,6,NA,0,2,"Fog",65,"EDDH"
"158",2013-06-07,22,14,8,14,12,8,100,78,53,1020,1019,1018,10,10,10,14,8,NA,0,5,"Fog",57,"EDDH"
"159",2013-06-08,24,17,9,15,12,9,100,74,41,1019,1015,1011,10,10,8,14,6,NA,0,2,"Fog",70,"EDDH"
"160",2013-06-09,23,17,11,16,13,11,100,81,57,1011,1009,1007,10,10,8,23,10,35,0,5,"Fog-Rain-Thunderstorm",299,"EDDH"
"161",2013-06-10,16,14,13,14,13,11,100,91,77,1013,1010,1007,10,10,10,29,13,NA,0,6,"Rain",257,"EDDH"
"162",2013-06-11,19,14,11,13,12,8,100,83,52,1020,1017,1013,10,9,6,19,10,39,0,6,"Rain",281,"EDDH"
"163",2013-06-12,22,16,11,14,11,8,100,74,43,1022,1021,1020,10,8,5,14,6,NA,0,2,"Fog",239,"EDDH"
"164",2013-06-13,26,17,9,14,11,9,100,68,34,1021,1019,1014,10,10,10,16,5,NA,0,NA,"Fog",110,"EDDH"
"165",2013-06-14,17,14,12,15,11,8,94,80,63,1023,1020,1015,10,10,8,32,13,48,0,6,"Rain",350,"EDDH"
"166",2013-06-15,26,18,10,15,13,10,100,74,44,1018,1017,1015,10,9,2,21,6,NA,0,5,"Fog-Rain",254,"EDDH"
"167",2013-06-16,26,20,15,16,14,12,100,73,47,1019,1017,1016,10,10,10,14,6,NA,0,2,"Rain",145,"EDDH"
"168",2013-06-17,31,22,13,20,18,13,100,75,46,1017,1015,1014,10,10,10,19,8,NA,0,NA,"Fog",75,"EDDH"
"169",2013-06-18,33,24,15,20,18,15,100,68,36,1018,1016,1014,10,10,10,24,6,NA,0,NA,"Fog",98,"EDDH"
"170",2013-06-19,33,24,15,19,16,13,94,59,29,1016,1014,1012,NA,NA,NA,23,10,NA,0,NA,NA,67,"EDDH"
"171",2013-06-20,33,24,16,21,17,13,94,65,29,1014,1012,1009,10,10,10,35,6,29,0,6,"Thunderstorm",269,"EDDH"
"172",2013-06-21,23,19,15,17,13,11,94,70,47,1018,1017,1013,10,10,8,37,14,55,0,5,"Rain-Thunderstorm",269,"EDDH"
"173",2013-06-22,20,17,13,16,14,13,100,88,68,1019,1018,1017,10,9,3,19,10,NA,0,5,"Rain",292,"EDDH"
"174",2013-06-23,20,16,11,15,13,11,100,88,64,1020,1017,1015,10,9,4,23,10,NA,0,6,"Fog-Rain",247,"EDDH"
"175",2013-06-24,15,13,11,12,11,10,100,91,77,1021,1020,1019,10,10,6,24,13,NA,0,6,"Rain",207,"EDDH"
"176",2013-06-25,15,13,11,11,9,8,94,85,63,1025,1023,1021,10,10,10,32,18,NA,0,6,"Rain",283,"EDDH"
"177",2013-06-26,15,11,7,10,6,3,100,73,48,1028,1026,1025,10,10,10,26,16,39,0,6,"Rain",290,"EDDH"
"178",2013-06-27,16,10,5,11,7,5,100,81,48,1028,1024,1023,10,10,10,21,5,NA,0,6,"Rain",232,"EDDH"
"179",2013-06-28,17,12,8,11,9,3,100,81,39,1023,1021,1020,10,10,10,21,6,NA,0,3,"Rain-Thunderstorm",224,"EDDH"
"180",2013-06-29,16,11,7,14,11,7,100,91,68,1022,1020,1018,10,9,2,32,13,NA,0,6,"Rain",231,"EDDH"
"181",2013-06-30,18,14,10,12,9,8,100,78,52,1024,1023,1022,10,10,10,21,11,NA,0,3,"Rain",282,"EDDH"
"182",2013-07-01,22,16,10,13,11,9,100,73,46,1023,1020,1017,10,10,10,10,5,NA,0,2,NA,92,"EDDH"
"183",2013-07-02,26,18,10,15,12,10,100,71,39,1018,1017,1015,10,10,10,11,6,NA,0,5,"Fog",268,"EDDH"
"184",2013-07-03,23,18,14,16,14,11,94,80,50,1018,1015,1013,10,10,10,21,11,NA,0,6,"Rain",245,"EDDH"
"185",2013-07-04,23,19,15,18,16,14,100,80,57,1025,1021,1018,10,10,10,14,8,NA,0,5,"Rain",252,"EDDH"
"186",2013-07-05,23,19,16,16,14,13,100,74,53,1028,1027,1025,10,10,10,16,8,23,0,6,NA,301,"EDDH"
"187",2013-07-06,24,18,13,16,14,12,100,78,57,1028,1027,1026,10,10,8,23,10,NA,0,5,NA,57,"EDDH"
"188",2013-07-07,25,19,14,17,15,14,100,75,50,1028,1027,1026,10,10,10,24,13,NA,0,3,NA,60,"EDDH"
"189",2013-07-08,25,20,15,15,13,11,88,65,41,1028,1027,1025,10,10,10,23,13,40,0,5,NA,58,"EDDH"
"190",2013-07-09,25,19,13,14,13,12,94,65,44,1026,1023,1020,NA,NA,NA,24,13,NA,0,NA,NA,54,"EDDH"
"191",2013-07-10,27,20,13,16,13,9,94,64,32,1020,1017,1014,10,10,10,14,6,26,0,1,NA,351,"EDDH"
