"","Date","Max_TemperatureC","Mean_TemperatureC","Min_TemperatureC","Dew_PointC","MeanDew_PointC","Min_DewpointC","Max_Humidity","Mean_Humidity","Min_Humidity","Max_Sea_Level_PressurehPa","Mean_Sea_Level_PressurehPa","Min_Sea_Level_PressurehPa","Max_VisibilityKm","Mean_VisibilityKm","Min_VisibilitykM","Max_Wind_SpeedKm_h","Mean_Wind_SpeedKm_h","Max_Gust_SpeedKm_h","Precipitationmm","CloudCover","Events","WindDirDegrees","Station"
"44",2013-02-14,1,-2,-4,-5,-6,-7,86,71,48,1028,1022,1016,19,12,10,16,8,NA,0,6,NA,112,"EDDN"
"45",2013-02-15,1,-2,-5,0,-4,-6,100,83,55,1023,1018,1014,14,7,2,14,8,NA,0.51,6,"Snow",205,"EDDN"
"46",2013-02-16,2,1,-1,2,1,-1,100,96,87,1025,1023,1021,7,4,2,8,3,NA,0,7,"Fog-Rain-Snow",343,"EDDN"
"47",2013-02-17,3,1,0,3,1,0,100,95,84,1025,1022,1021,26,7,0,8,3,NA,0.25,7,"Fog-Rain",3,"EDDN"
"48",2013-02-18,2,1,-1,0,-2,-4,93,78,52,1023,1020,1019,26,12,10,11,5,NA,0,7,NA,31,"EDDN"
"49",2013-02-19,1,0,-1,0,-2,-4,100,87,65,1021,1015,1013,19,7,1,19,8,NA,2.03,7,"Snow",278,"EDDN"
"50",2013-02-20,0,-2,-5,-1,-4,-6,100,82,59,1023,1019,1016,31,15,10,14,6,NA,0,5,"Snow",357,"EDDN"
"51",2013-02-21,-2,-4,-7,-6,-8,-10,86,73,43,1023,1019,1015,31,14,10,19,8,NA,0,5,"Snow",21,"EDDN"
"52",2013-02-22,-3,-6,-8,-7,-9,-10,93,72,48,1019,1012,1009,19,11,6,19,11,37,0,6,"Snow",28,"EDDN"
"53",2013-02-23,-3,-4,-6,-4,-6,-8,96,87,72,1012,1008,1007,11,6,2,14,10,NA,1.02,7,"Snow",350,"EDDN"
"54",2013-02-24,0,-2,-5,-1,-4,-6,100,89,66,1015,1011,1009,14,6,2,11,8,NA,0.25,7,"Snow",297,"EDDN"
"55",2013-02-25,1,0,-2,0,-1,-2,100,95,83,1025,1017,1013,10,4,0,11,5,NA,4.06,7,"Fog-Snow",184,"EDDN"
"56",2013-02-26,4,2,-1,2,1,-1,100,90,79,1029,1025,1023,14,9,3,23,6,NA,0,7,"Fog",351,"EDDN"
"57",2013-02-27,2,1,0,0,-1,-2,93,86,74,1031,1028,1027,31,14,10,14,10,NA,0,7,"Rain",28,"EDDN"
"58",2013-02-28,2,1,1,0,-1,-1,87,81,74,1029,1025,1023,26,12,2,11,6,NA,0,8,"Rain",70,"EDDN"
"59",2013-03-01,1,1,0,-1,-2,-4,93,85,68,1025,1023,1021,14,11,9,11,6,NA,0,8,"Snow",330,"EDDN"
"60",2013-03-02,4,1,-4,-3,-4,-6,93,66,40,1026,1023,1020,31,16,10,14,5,NA,0,6,NA,18,"EDDN"
"61",2013-03-03,4,-1,-7,-1,-4,-7,94,82,52,1025,1022,1020,26,15,10,13,6,NA,0,2,NA,35,"EDDN"
"62",2013-03-04,9,2,-6,-1,-4,-7,100,69,27,1025,1021,1017,31,24,10,19,6,NA,0,NA,"Fog",83,"EDDN"
"63",2013-03-05,13,4,-4,-2,-3,-5,86,58,20,1019,1013,1008,31,30,26,18,10,NA,0,NA,NA,111,"EDDN"
"64",2013-03-06,14,6,-2,2,-2,-3,100,63,21,1010,1004,1000,31,24,18,14,6,NA,0,NA,NA,88,"EDDN"
"65",2013-03-07,12,7,2,4,2,-1,87,67,42,1003,1001,999,26,20,14,11,5,NA,0,8,"Rain",87,"EDDN"
"66",2013-03-08,17,10,4,6,4,3,93,69,31,1003,1001,999,26,17,10,18,8,NA,0,8,"Rain",92,"EDDN"
"67",2013-03-09,14,9,4,9,6,3,100,77,39,1004,1002,1000,31,9,5,21,10,NA,1.02,6,"Rain",154,"EDDN"
"68",2013-03-10,12,8,3,6,4,1,100,79,41,1002,999,997,26,14,10,27,10,NA,0,5,"Fog-Rain",232,"EDDN"
"69",2013-03-11,3,1,-1,1,-1,-3,100,82,62,1004,1001,999,19,10,5,14,10,NA,0,7,"Rain-Snow",360,"EDDN"
"70",2013-03-12,1,-1,-4,-1,-2,-5,100,88,78,1003,999,996,11,8,3,14,8,NA,0,8,"Snow",24,"EDDN"
"71",2013-03-13,-2,-3,-5,-4,-6,-7,93,79,61,1009,1002,999,23,11,8,14,8,NA,0,7,"Snow",326,"EDDN"
"72",2013-03-14,1,-4,-10,-4,-7,-11,93,79,44,1012,1009,1006,26,12,6,18,5,NA,0,3,"Snow",326,"EDDN"
"73",2013-03-15,-1,-4,-8,-4,-8,-12,100,76,31,1020,1014,1010,27,10,2,21,6,NA,0,5,"Snow",330,"EDDN"
"74",2013-03-16,6,-2,-10,-6,-9,-12,86,57,19,1021,1015,1010,31,28,26,34,16,NA,0,NA,NA,122,"EDDN"
"75",2013-03-17,9,3,-2,-2,-7,-9,70,44,22,1012,1005,998,31,19,10,27,18,NA,0,7,"Rain",121,"EDDN"
"76",2013-03-18,2,1,0,1,0,-3,100,90,57,1000,995,992,23,7,2,18,10,NA,7.11,7,"Rain-Snow",57,"EDDN"
"77",2013-03-19,7,3,0,3,1,0,100,88,66,1003,998,993,31,11,5,39,14,53,1.02,6,"Rain",266,"EDDN"
"78",2013-03-20,9,4,-1,4,2,-1,100,83,46,1009,1004,1002,31,13,9,35,10,58,1.02,6,"Fog-Rain",177,"EDDN"
"79",2013-03-21,4,2,1,2,-1,-3,93,77,50,1019,1015,1009,26,12,8,29,13,NA,0,6,"Rain-Snow",299,"EDDN"
"80",2013-03-22,6,2,-2,-2,-4,-7,87,63,29,1019,1016,1014,31,14,10,19,8,NA,0,5,NA,66,"EDDN"
"81",2013-03-23,3,1,-2,-6,-7,-10,69,57,39,1017,1015,1014,26,16,10,29,16,37,0,6,"Snow",83,"EDDN"
"82",2013-03-24,2,-1,-5,-8,-11,-13,59,45,20,1017,1013,1011,27,24,18,35,21,52,0,8,NA,81,"EDDN"
"83",2013-03-25,0,-2,-4,-6,-8,-11,89,61,34,1013,1010,1009,26,11,3,26,16,42,0.76,7,"Snow",74,"EDDN"
"84",2013-03-26,2,-1,-4,-6,-8,-12,86,60,22,1013,1010,1008,26,12,5,27,13,NA,0,7,"Snow",83,"EDDN"
"85",2013-03-27,2,-1,-4,-7,-8,-9,74,56,31,1013,1010,1009,26,13,10,18,10,NA,0,7,"Snow",94,"EDDN"
"86",2013-03-28,8,3,-2,2,-3,-7,100,63,32,1011,1007,1004,26,11,5,24,13,NA,5.08,6,"Rain",129,"EDDN"
"87",2013-03-29,4,2,-1,2,-2,-4,93,77,44,1009,1006,1004,11,8,2,24,11,NA,0,6,"Rain-Snow",271,"EDDN"
"88",2013-03-30,7,3,-2,-1,-3,-5,93,67,32,1007,1004,1002,18,9,3,16,6,NA,0,6,"Snow",41,"EDDN"
"89",2013-03-31,3,1,-1,-3,-4,-7,80,66,38,1012,1008,1005,23,11,8,18,10,NA,0,6,"Snow",348,"EDDN"
"90",2013-04-01,4,0,-4,-3,-6,-8,86,63,29,1011,1009,1008,31,14,10,14,6,NA,0,5,"Snow",28,"EDDN"
"91",2013-04-02,8,2,-3,-4,-5,-7,80,59,28,1012,1008,1007,26,14,10,19,11,34,0,6,NA,66,"EDDN"
"92",2013-04-03,4,2,1,-4,-5,-7,70,57,34,1014,1012,1011,23,12,10,19,10,32,0,7,NA,60,"EDDN"
"93",2013-04-04,6,3,0,-3,-4,-4,75,63,40,1014,1010,1007,18,11,10,19,10,26,0,6,NA,72,"EDDN"
"94",2013-04-05,4,1,-2,-1,-2,-4,93,75,58,1011,1007,1005,18,11,9,14,8,NA,0,7,NA,14,"EDDN"
"95",2013-04-06,4,2,1,-1,-1,-2,87,76,60,1021,1015,1011,23,11,9,14,6,NA,0,7,"Rain",359,"EDDN"
"96",2013-04-07,7,2,-3,-1,-3,-5,93,70,36,1023,1019,1015,31,15,10,14,8,NA,0,6,NA,23,"EDDN"
"97",2013-04-08,10,3,-4,1,-3,-6,93,60,23,1018,1008,1004,31,20,10,21,10,NA,0,7,NA,120,"EDDN"
"98",2013-04-09,12,8,4,6,3,0,93,76,32,1006,1004,1001,31,12,3,21,8,NA,0,6,"Fog-Rain",189,"EDDN"
"99",2013-04-10,12,8,4,6,4,3,100,80,45,1011,1007,1003,31,13,9,34,11,39,1.02,6,"Fog-Rain",227,"EDDN"
"100",2013-04-11,14,10,6,12,8,4,94,83,65,1011,1005,1001,31,13,9,23,11,29,3.05,6,"Rain",175,"EDDN"
"101",2013-04-12,15,11,8,11,6,2,95,70,32,1010,1005,1000,31,13,10,39,18,55,0,6,"Rain",238,"EDDN"
"102",2013-04-13,14,10,5,6,4,2,93,70,31,1024,1018,1010,31,12,10,35,16,48,1.02,5,"Rain",258,"EDDN"
"103",2013-04-14,19,11,3,7,5,2,93,64,27,1027,1025,1024,31,16,10,16,11,NA,0,7,"Rain",113,"EDDN"
"104",2013-04-15,24,15,6,8,6,4,87,53,20,1025,1021,1017,31,20,10,18,10,NA,0,NA,"Fog",118,"EDDN"
"105",2013-04-16,22,17,11,13,10,7,88,65,41,1022,1019,1017,31,22,10,43,8,NA,1.02,4,"Rain-Thunderstorm",95,"EDDN"
"106",2013-04-17,22,16,10,11,9,7,94,63,29,1025,1022,1019,31,23,10,13,5,NA,0,NA,"Fog",95,"EDDN"
"107",2013-04-18,25,18,10,13,9,6,87,58,21,1020,1017,1015,31,24,10,29,14,45,0,6,"Rain",217,"EDDN"
"108",2013-04-19,14,11,8,8,5,2,93,65,33,1025,1022,1019,31,16,9,14,10,NA,2.03,7,"Rain",259,"EDDN"
"109",2013-04-20,10,8,6,7,6,5,93,84,67,1026,1024,1022,19,10,3,19,8,NA,0.51,7,"Rain",33,"EDDN"
"110",2013-04-21,17,11,6,9,6,4,87,69,43,1023,1017,1014,19,12,10,19,10,NA,0,6,NA,337,"EDDN"
"111",2013-04-22,15,12,9,7,7,6,82,68,43,1018,1016,1015,19,12,10,13,6,NA,0,6,NA,277,"EDDN"
"112",2013-04-23,18,12,6,8,4,2,94,58,27,1024,1021,1018,26,14,6,23,8,NA,0,8,"Fog",274,"EDDN"
"113",2013-04-24,21,13,4,7,5,2,87,57,23,1027,1025,1024,31,18,10,14,8,NA,0,1,NA,169,"EDDN"
"114",2013-04-25,24,15,6,9,7,5,93,56,21,1027,1024,1019,31,24,10,14,8,NA,0,1,NA,129,"EDDN"
"115",2013-04-26,25,17,9,13,8,5,94,58,18,1020,1011,1004,31,21,8,32,11,29,0,6,"Rain",208,"EDDN"
"116",2013-04-27,11,9,7,12,8,4,100,90,79,1006,1004,1002,31,11,6,23,8,NA,0,7,"Rain-Thunderstorm",332,"EDDN"
"117",2013-04-28,10,8,5,7,6,4,100,86,65,1016,1013,1006,31,10,3,18,8,NA,0,7,"Rain",332,"EDDN"
"118",2013-04-29,12,10,8,8,7,6,93,82,67,1021,1018,1015,26,13,10,14,6,NA,0.51,7,"Rain",263,"EDDN"
"119",2013-04-30,16,12,8,9,8,7,95,80,45,1021,1019,1017,31,14,10,26,8,34,0,7,"Rain",8,"EDDN"
"120",2013-05-01,16,12,8,10,8,6,88,76,57,1022,1020,1017,23,12,10,18,8,NA,0.25,6,"Rain",37,"EDDN"
"121",2013-05-02,13,11,9,11,9,9,95,86,76,1019,1017,1016,14,9,5,14,6,NA,0,7,"Rain",319,"EDDN"
"122",2013-05-03,16,13,11,11,10,9,100,80,59,1017,1015,1013,26,12,7,14,6,NA,0.25,7,"Rain",352,"EDDN"
"123",2013-05-04,16,13,10,11,10,8,100,86,67,1021,1017,1014,31,10,3,23,8,NA,0,6,"Rain",293,"EDDN"
"124",2013-05-05,21,13,6,12,8,6,100,72,28,1024,1022,1020,31,13,2,14,5,NA,0,2,"Fog",76,"EDDN"
"125",2013-05-06,22,14,6,12,10,6,100,70,38,1022,1017,1014,27,16,3,24,6,NA,0,4,"Fog-Rain",39,"EDDN"
"126",2013-05-07,19,16,13,14,13,11,94,79,50,1015,1014,1013,31,13,10,21,6,NA,0,6,"Rain",296,"EDDN"
"127",2013-05-08,23,17,11,13,10,5,100,63,21,1015,1013,1011,31,15,10,13,6,26,0,2,"Fog",147,"EDDN"
"128",2013-05-09,20,17,13,13,12,11,88,72,48,1016,1014,1012,31,15,10,13,8,NA,0,6,"Rain",264,"EDDN"
"129",2013-05-10,17,14,12,13,10,6,97,76,42,1017,1015,1012,31,12,9,21,8,NA,1.02,7,"Rain",289,"EDDN"
"130",2013-05-11,16,12,9,9,8,6,88,74,46,1018,1016,1014,31,16,10,18,6,NA,0,6,"Rain",291,"EDDN"
"131",2013-05-12,12,9,6,9,6,4,93,79,45,1020,1016,1014,31,13,9,52,8,47,4.06,5,"Fog-Rain",241,"EDDN"
"132",2013-05-13,12,8,4,9,6,3,93,84,73,1021,1017,1015,31,14,6,23,8,NA,1.02,7,"Fog-Rain",212,"EDDN"
"133",2013-05-14,18,13,8,9,7,5,93,68,33,1016,1012,1007,31,16,10,16,8,NA,0,6,NA,183,"EDDN"
"134",2013-05-15,24,16,7,13,9,6,94,67,25,1007,1003,999,31,12,10,16,10,NA,0.51,6,"Fog-Rain-Thunderstorm",118,"EDDN"
"135",2013-05-16,22,14,8,12,10,7,100,67,31,1002,997,993,31,19,0,23,11,NA,0,4,"Fog-Rain",93,"EDDN"
"136",2013-05-17,20,16,11,14,12,10,94,82,57,1004,999,996,31,11,6,32,8,NA,1.02,5,"Fog-Rain-Thunderstorm",277,"EDDN"
"137",2013-05-18,20,15,10,11,8,6,94,69,29,1010,1008,1004,26,11,10,19,11,21,0,6,"Rain",238,"EDDN"
"138",2013-05-19,25,16,7,13,9,7,94,73,28,1010,1006,1002,19,10,10,39,8,NA,2.03,6,"Rain-Thunderstorm",259,"EDDN"
"139",2013-05-20,18,12,7,8,7,4,93,68,36,1014,1011,1010,31,12,10,23,11,NA,0.76,4,"Rain",220,"EDDN"
"140",2013-05-21,16,11,7,8,6,4,87,65,42,1014,1011,1009,10,10,10,26,10,NA,0,5,"Rain",230,"EDDN"
"141",2013-05-22,12,10,8,10,7,4,95,82,59,1013,1009,1006,31,12,6,29,11,45,7.87,7,"Rain",260,"EDDN"
"142",2013-05-23,13,9,6,6,4,-1,94,72,32,1013,1008,1004,23,11,7,23,10,NA,0,6,"Rain",264,"EDDN"
"143",2013-05-24,10,7,4,4,3,2,93,77,50,1013,1010,1008,31,12,9,16,10,NA,0,6,"Rain",326,"EDDN"
"144",2013-05-25,13,8,2,6,4,2,100,78,41,1013,1011,1010,31,12,6,21,5,NA,0,6,"Fog-Rain",307,"EDDN"
"145",2013-05-26,9,7,6,7,5,4,93,88,64,1012,1009,1007,31,12,10,34,19,48,11.94,7,"Rain",264,"EDDN"
"146",2013-05-27,12,9,6,10,7,5,100,90,76,1011,1009,1007,23,11,8,29,18,NA,2.03,7,"Rain",277,"EDDN"
"147",2013-05-28,20,14,8,10,8,5,100,71,27,1010,1005,1000,31,13,6,11,5,NA,0,4,"Fog-Rain",82,"EDDN"
"148",2013-05-29,11,10,9,11,9,7,100,88,74,1006,1002,1000,31,12,6,19,8,NA,5.08,7,"Rain",271,"EDDN"
"149",2013-05-30,15,11,6,9,7,5,100,81,41,1008,1006,1003,31,12,7,21,6,NA,1.02,6,"Fog-Rain",310,"EDDN"
"150",2013-05-31,16,12,9,14,12,9,100,96,82,1005,1000,997,19,8,3,29,16,NA,8.89,7,"Rain",308,"EDDN"
"151",2013-06-01,13,11,8,13,11,8,100,97,86,1013,1009,1005,26,9,0,26,8,42,7.11,6,"Fog-Rain",334,"EDDN"
"152",2013-06-02,10,9,8,11,8,7,100,90,81,1022,1017,1013,23,12,8,32,16,40,5.08,7,"Rain",303,"EDDN"
"153",2013-06-03,11,9,6,8,7,5,95,87,68,1024,1023,1022,26,12,10,18,10,NA,2.03,7,"Rain",295,"EDDN"
"154",2013-06-04,19,12,5,11,9,6,100,77,37,1023,1020,1017,31,11,0,13,5,NA,0,3,"Fog-Rain",16,"EDDN"
"155",2013-06-05,21,16,10,11,9,6,100,63,27,1019,1018,1016,31,17,10,14,6,NA,0,3,"Fog",46,"EDDN"
"156",2013-06-06,23,14,6,12,9,6,95,64,33,1021,1019,1017,10,10,10,14,5,NA,0,3,NA,38,"EDDN"
"157",2013-06-07,24,17,10,14,12,10,95,70,38,1021,1019,1017,31,15,10,11,5,NA,0,4,"Fog",63,"EDDN"
"158",2013-06-08,25,18,11,15,13,11,100,73,41,1019,1015,1011,31,13,10,14,5,NA,0,3,"Fog-Rain",20,"EDDN"
"159",2013-06-09,22,17,12,16,14,11,100,81,61,1012,1009,1006,31,15,10,21,6,NA,0.51,5,"Fog-Rain-Thunderstorm",334,"EDDN"
"160",2013-06-10,16,14,12,15,13,10,100,91,82,1014,1009,1007,31,13,9,11,5,NA,7.11,7,"Rain",319,"EDDN"
"161",2013-06-11,18,14,10,15,12,10,100,86,61,1019,1016,1014,31,12,0,11,5,NA,5.08,5,"Fog-Rain",308,"EDDN"
"162",2013-06-12,23,16,8,13,11,9,100,71,36,1021,1020,1019,31,14,10,16,6,NA,0,2,"Fog",163,"EDDN"
"163",2013-06-13,27,20,13,15,13,11,94,63,34,1020,1017,1011,31,18,10,37,10,NA,2.03,4,NA,154,"EDDN"
"164",2013-06-14,19,14,11,13,9,7,94,69,37,1023,1020,1015,31,10,3,43,16,48,0,4,"Rain",317,"EDDN"
"165",2013-06-15,24,17,9,14,12,9,95,68,37,1018,1016,1013,31,16,10,24,8,NA,0,4,"Fog",253,"EDDN"
"166",2013-06-16,26,19,12,13,11,9,88,57,25,1018,1016,1014,31,12,10,16,6,NA,0,3,NA,282,"EDDN"
"167",2013-06-17,33,23,12,19,15,11,94,60,22,1016,1014,1010,10,10,10,21,6,NA,0,NA,"Fog-Rain",121,"EDDN"
"168",2013-06-18,35,27,18,19,16,12,88,53,16,1016,1015,1012,31,25,10,14,8,NA,0,3,NA,84,"EDDN"
"169",2013-06-19,35,28,21,21,17,8,83,49,18,1016,1013,1008,31,19,10,32,13,NA,0,1,NA,114,"EDDN"
"170",2013-06-20,34,27,18,22,19,16,94,67,26,1012,1010,1007,31,18,10,34,11,40,0,5,"Rain-Thunderstorm",155,"EDDN"
"171",2013-06-21,24,19,14,19,13,10,98,68,38,1018,1015,1010,31,12,10,34,14,53,0,4,"Rain",257,"EDDN"
"172",2013-06-22,22,17,12,14,12,11,97,71,39,1019,1017,1014,31,12,10,13,5,NA,0,5,"Rain",175,"EDDN"
"173",2013-06-23,21,18,14,14,11,6,94,65,34,1017,1015,1014,31,13,10,27,11,NA,0,5,"Rain",245,"EDDN"
"174",2013-06-24,19,15,11,11,9,7,88,66,43,1021,1019,1017,31,11,10,26,10,40,0,5,"Rain",281,"EDDN"
"175",2013-06-25,16,13,10,12,11,8,100,88,66,1025,1022,1021,31,13,5,21,11,NA,9.91,6,"Rain",296,"EDDN"
"176",2013-06-26,13,11,9,10,7,4,97,71,46,1028,1026,1025,31,13,10,24,11,NA,0,6,NA,292,"EDDN"
"177",2013-06-27,16,12,8,9,8,6,89,72,45,1027,1024,1022,31,19,10,16,5,NA,0,6,"Rain",170,"EDDN"
"178",2013-06-28,19,13,7,10,8,5,100,70,39,1023,1021,1020,31,12,8,26,6,35,0,5,"Fog-Rain",318,"EDDN"
"179",2013-06-29,16,13,11,14,11,9,100,91,77,1022,1019,1016,31,12,3,26,8,NA,12.95,6,"Fog-Rain",143,"EDDN"
"180",2013-06-30,18,12,7,12,8,6,100,72,35,1025,1023,1021,26,13,2,19,6,42,0,4,"Fog",314,"EDDN"
"181",2013-07-01,24,16,7,11,9,6,100,64,26,1023,1019,1015,31,16,10,14,6,NA,0,2,NA,144,"EDDN"
"182",2013-07-02,26,19,12,14,12,9,88,62,28,1017,1015,1013,31,15,10,14,8,NA,0,5,NA,234,"EDDN"
"183",2013-07-03,20,18,15,17,14,12,88,77,64,1017,1013,1011,31,12,10,19,10,NA,1.02,6,"Rain-Thunderstorm",174,"EDDN"
"184",2013-07-04,23,18,14,16,15,14,100,78,47,1025,1020,1016,27,11,10,18,5,NA,0,4,"Fog-Rain",301,"EDDN"
"185",2013-07-05,24,19,13,16,14,11,100,70,37,1029,1026,1024,31,14,10,14,5,NA,0,3,"Fog",328,"EDDN"
"186",2013-07-06,26,19,12,16,14,12,99,67,33,1029,1028,1025,31,15,10,19,6,NA,0,3,"Fog",34,"EDDN"
"187",2013-07-07,27,21,14,15,13,9,91,57,21,1029,1028,1025,31,22,10,16,8,NA,0,2,"Fog-Rain",30,"EDDN"
"188",2013-07-08,27,19,12,13,12,10,87,55,26,1029,1028,1024,31,15,10,19,8,NA,0,1,NA,43,"EDDN"
"189",2013-07-09,27,20,12,14,12,9,94,56,25,1027,1023,1019,31,22,10,14,8,NA,0,5,NA,46,"EDDN"
