"","Date","Max_TemperatureC","Mean_TemperatureC","Min_TemperatureC","Dew_PointC","MeanDew_PointC","Min_DewpointC","Max_Humidity","Mean_Humidity","Min_Humidity","Max_Sea_Level_PressurehPa","Mean_Sea_Level_PressurehPa","Min_Sea_Level_PressurehPa","Max_VisibilityKm","Mean_VisibilityKm","Min_VisibilitykM","Max_Wind_SpeedKm_h","Mean_Wind_SpeedKm_h","Max_Gust_SpeedKm_h","Precipitationmm","CloudCover","Events","WindDirDegrees","Station"
"41",2013-02-10,-3,-4,-5,-2,-4,-6,100,92,77,1019,1017,1015,31,9,3,16,6,NA,0,6,"Snow",160,"EDDT"
"42",2013-02-11,1,-2,-6,-3,-4,-6,93,78,58,1015,1012,1011,31,14,10,29,14,NA,0,6,"Snow",73,"EDDT"
"43",2013-02-12,2,0,-2,-3,-4,-7,93,76,41,1017,1014,1012,19,11,5,16,11,NA,0,5,"Snow",40,"EDDT"
"44",2013-02-13,1,-1,-3,-3,-3,-4,93,80,62,1028,1023,1017,18,9,3,11,6,NA,0,6,"Snow",344,"EDDT"
"45",2013-02-14,1,0,-1,-1,-3,-3,93,83,67,1028,1025,1020,13,9,5,24,8,NA,0,7,"Rain-Snow",141,"EDDT"
"46",2013-02-15,2,0,-2,0,-2,-3,93,85,71,1022,1020,1018,7,6,4,21,11,NA,0,7,"Rain-Snow",118,"EDDT"
"47",2013-02-16,2,1,1,1,0,-1,93,88,77,1026,1024,1022,5,4,2,10,5,NA,0,7,"Rain-Snow",352,"EDDT"
"48",2013-02-17,2,1,1,1,-1,-3,100,81,57,1027,1026,1025,19,8,0,14,8,NA,0,7,"Fog-Rain",66,"EDDT"
"49",2013-02-18,2,1,0,0,-3,-4,100,77,61,1026,1022,1017,19,11,5,19,8,NA,0.51,7,"Rain-Snow",239,"EDDT"
"50",2013-02-19,1,1,0,1,-1,-2,100,93,76,1017,1013,1009,31,9,1,23,16,NA,0.51,7,"Snow",320,"EDDT"
"51",2013-02-20,-1,-2,-3,-2,-3,-5,93,84,69,1024,1021,1017,31,11,2,19,13,NA,0.51,6,"Snow",351,"EDDT"
"52",2013-02-21,-2,-3,-4,-4,-6,-8,93,78,53,1024,1023,1022,31,15,10,19,10,NA,0,5,"Snow",22,"EDDT"
"53",2013-02-22,-2,-3,-4,-6,-7,-8,86,73,51,1023,1020,1018,19,11,8,26,13,NA,0,6,"Snow",50,"EDDT"
"54",2013-02-23,-1,-2,-4,-1,-4,-7,100,82,65,1019,1015,1013,19,7,2,26,18,37,0.51,7,"Snow",36,"EDDT"
"55",2013-02-24,2,0,-1,2,1,-2,100,98,87,1019,1015,1013,8,3,1,14,11,NA,2.03,7,"Snow",44,"EDDT"
"56",2013-02-25,2,1,1,2,1,0,100,93,82,1029,1023,1018,7,5,3,19,13,NA,0,7,"Rain-Snow",55,"EDDT"
"57",2013-02-26,2,1,1,1,0,-1,100,91,83,1033,1031,1028,7,5,3,14,11,NA,0,7,"Rain",40,"EDDT"
"58",2013-02-27,3,2,1,1,1,-1,93,90,77,1034,1032,1031,14,9,6,10,6,NA,0,7,"Rain",14,"EDDT"
"59",2013-02-28,5,2,0,1,0,-1,100,86,59,1032,1027,1022,19,11,5,23,8,NA,0,6,"Fog",267,"EDDT"
"60",2013-03-01,6,2,-2,2,0,-3,100,86,61,1024,1021,1019,31,9,3,21,13,NA,0,6,"Rain",283,"EDDT"
"61",2013-03-02,7,1,-4,0,-2,-5,100,79,45,1024,1022,1018,31,15,10,27,10,NA,0,3,"Fog",267,"EDDT"
"62",2013-03-03,6,2,-3,1,-1,-4,93,75,44,1024,1019,1016,31,14,8,27,18,NA,0,6,"Fog-Rain-Snow",284,"EDDT"
"63",2013-03-04,9,2,-5,0,-3,-5,100,71,35,1025,1023,1020,31,14,1,16,5,NA,0,NA,"Fog",176,"EDDT"
"64",2013-03-05,12,6,-1,-1,-3,-4,75,53,22,1021,1014,1009,31,29,27,21,11,NA,0,NA,NA,131,"EDDT"
"65",2013-03-06,13,7,0,1,-1,-2,87,60,24,1009,1007,1004,26,20,18,11,5,NA,0,NA,NA,86,"EDDT"
"66",2013-03-07,9,6,2,1,0,-1,81,63,44,1008,1006,1004,26,12,8,35,13,52,0,7,"Rain",58,"EDDT"
"67",2013-03-08,1,0,-1,-1,-2,-3,93,78,60,1010,1009,1008,26,12,10,34,24,47,0,7,"Rain-Snow",78,"EDDT"
"68",2013-03-09,2,0,-1,-1,-3,-4,100,79,60,1009,1007,1004,26,10,3,27,21,NA,1.02,6,"Snow",77,"EDDT"
"69",2013-03-10,-2,-3,-5,-2,-4,-7,100,88,72,1005,1002,1000,18,5,1,26,18,NA,3.05,7,"Snow",53,"EDDT"
"70",2013-03-11,-3,-4,-6,-7,-8,-8,86,77,55,1009,1007,1004,26,10,3,14,11,NA,0,6,"Snow",26,"EDDT"
"71",2013-03-12,-2,-4,-6,-7,-7,-8,93,76,51,1009,1006,1004,31,10,3,19,8,NA,0,6,"Snow",33,"EDDT"
"72",2013-03-13,0,-3,-8,-7,-9,-11,86,64,31,1008,1005,1004,31,13,10,13,6,NA,0,4,NA,334,"EDDT"
"73",2013-03-14,1,-6,-12,-3,-7,-12,100,76,44,1012,1010,1008,26,13,5,14,5,NA,0,4,"Fog-Snow",292,"EDDT"
"74",2013-03-15,0,-4,-8,-4,-7,-9,100,76,41,1019,1015,1012,31,8,2,19,6,NA,0,4,"Fog-Snow",307,"EDDT"
"75",2013-03-16,3,-3,-10,-7,-9,-12,100,61,21,1020,1018,1016,31,28,10,26,10,NA,0,NA,"Fog",130,"EDDT"
"76",2013-03-17,3,0,-4,-7,-8,-11,64,50,26,1016,1011,1006,31,23,18,37,24,50,0,NA,NA,108,"EDDT"
"77",2013-03-18,3,0,-2,-2,-6,-8,100,64,43,1006,1000,995,23,9,2,35,24,NA,0,7,"Snow",82,"EDDT"
"78",2013-03-19,-1,-2,-3,-1,-2,-4,100,93,84,1001,996,993,8,3,1,14,10,NA,2.03,7,"Snow",317,"EDDT"
"79",2013-03-20,1,-2,-4,-2,-3,-4,100,84,59,1010,1006,1001,31,10,1,19,10,NA,3.05,6,"Snow",307,"EDDT"
"80",2013-03-21,1,-1,-3,-1,-2,-4,100,91,73,1020,1015,1010,26,6,1,14,10,NA,0.51,6,"Rain-Snow",337,"EDDT"
"81",2013-03-22,0,-2,-4,-4,-6,-8,93,75,47,1025,1022,1020,26,13,9,26,10,NA,0,6,"Snow",31,"EDDT"
"82",2013-03-23,-3,-7,-9,-8,-15,-18,73,47,18,1029,1028,1026,31,14,10,40,24,NA,0,5,"Snow",66,"EDDT"
"83",2013-03-24,-1,-6,-11,-10,-13,-17,68,50,27,1029,1027,1024,31,29,26,34,14,NA,0,NA,NA,63,"EDDT"
"84",2013-03-25,1,-3,-7,-9,-10,-11,80,54,29,1025,1023,1020,31,16,10,45,19,58,0,3,NA,65,"EDDT"
"85",2013-03-26,2,-2,-6,-7,-9,-11,80,54,29,1021,1018,1016,31,16,10,29,16,NA,0,5,NA,54,"EDDT"
"86",2013-03-27,2,-1,-5,-7,-9,-11,80,52,24,1018,1017,1015,31,26,10,34,16,NA,0,8,NA,69,"EDDT"
"87",2013-03-28,2,0,-2,-2,-5,-7,87,66,47,1016,1013,1010,31,10,5,26,19,NA,0,6,"Snow",81,"EDDT"
"88",2013-03-29,2,1,-1,1,-1,-2,100,90,73,1010,1006,1005,14,5,1,18,11,NA,2.03,7,"Rain-Snow",358,"EDDT"
"89",2013-03-30,2,1,-1,-1,-3,-6,93,76,47,1010,1007,1006,31,11,5,13,8,NA,0,6,"Snow",305,"EDDT"
"90",2013-03-31,3,1,-1,-1,-3,-5,93,80,46,1012,1011,1010,31,10,2,16,10,NA,0,6,"Snow",4,"EDDT"
"91",2013-04-01,3,0,-2,-2,-4,-7,93,70,34,1014,1011,1010,31,13,10,14,10,NA,0,6,"Snow",350,"EDDT"
"92",2013-04-02,2,-2,-6,-3,-6,-7,100,68,41,1019,1016,1013,31,15,10,23,8,NA,0,6,NA,42,"EDDT"
"93",2013-04-03,2,0,-2,-4,-6,-7,80,59,39,1021,1020,1018,31,15,10,29,13,NA,0,4,NA,47,"EDDT"
"94",2013-04-04,3,1,-1,0,-3,-5,93,70,51,1019,1015,1013,26,15,10,19,10,NA,0,6,"Rain",24,"EDDT"
"95",2013-04-05,3,2,1,1,0,-1,93,85,66,1014,1011,1010,18,10,6,13,8,NA,0,7,"Rain-Snow",13,"EDDT"
"96",2013-04-06,6,3,-1,0,-2,-6,93,70,37,1021,1017,1014,31,14,10,13,8,NA,0,7,"Rain-Snow",356,"EDDT"
"97",2013-04-07,9,2,-6,-2,-4,-7,100,62,28,1022,1020,1016,31,11,10,14,5,NA,0,3,"Fog-Rain",282,"EDDT"
"98",2013-04-08,9,3,-2,-1,-3,-5,87,58,25,1016,1012,1009,31,19,10,27,6,NA,0,6,NA,46,"EDDT"
"99",2013-04-09,10,6,2,1,-1,-2,81,65,36,1010,1007,1005,31,13,6,29,21,NA,0,6,"Rain",88,"EDDT"
"100",2013-04-10,9,6,3,3,2,1,87,75,58,1008,1006,1005,14,8,5,23,18,NA,0,7,"Rain",99,"EDDT"
"101",2013-04-11,14,10,6,10,7,3,94,83,67,1008,1003,999,26,10,5,21,10,NA,2.03,6,"Rain",153,"EDDT"
"102",2013-04-12,13,11,8,10,7,4,100,78,43,1005,1001,997,27,11,2,34,10,NA,4.06,6,"Rain",240,"EDDT"
"103",2013-04-13,13,9,5,7,5,2,87,68,43,1023,1013,1004,31,16,10,35,16,50,0.25,5,"Rain",258,"EDDT"
"104",2013-04-14,18,9,1,7,4,1,100,65,33,1027,1025,1023,31,13,10,24,6,32,0,3,"Fog",141,"EDDT"
"105",2013-04-15,23,17,10,8,6,5,71,48,23,1025,1022,1018,31,31,31,23,16,40,0,NA,NA,139,"EDDT"
"106",2013-04-16,19,16,11,12,8,4,88,59,33,1019,1018,1017,26,16,10,14,8,NA,0.76,6,"Rain",198,"EDDT"
"107",2013-04-17,20,16,12,12,9,8,88,59,40,1023,1021,1018,31,17,10,21,8,37,0,6,"Rain",251,"EDDT"
"108",2013-04-18,25,19,13,11,7,-1,72,46,18,1019,1014,1011,31,20,10,27,14,NA,0,5,"Rain",225,"EDDT"
"109",2013-04-19,15,12,9,4,2,-1,71,44,25,1025,1020,1017,NA,NA,NA,26,13,40,0,8,NA,275,"EDDT"
"110",2013-04-20,13,8,4,4,0,-4,81,54,21,1031,1029,1026,31,12,10,14,10,NA,0,5,NA,358,"EDDT"
"111",2013-04-21,16,10,4,3,1,-4,76,49,21,1029,1022,1016,NA,NA,NA,29,14,40,0,NA,NA,74,"EDDT"
"112",2013-04-22,19,13,7,7,3,1,71,50,27,1017,1015,1014,31,26,19,21,8,NA,0,NA,NA,329,"EDDT"
"113",2013-04-23,17,12,8,8,5,2,76,55,30,1022,1017,1015,31,17,10,37,14,55,0,6,NA,248,"EDDT"
"114",2013-04-24,18,13,8,8,6,3,82,55,31,1027,1024,1022,31,17,10,24,13,NA,0,6,NA,263,"EDDT"
"115",2013-04-25,19,16,12,11,9,7,77,62,42,1025,1022,1018,31,16,10,14,10,NA,0,5,"Rain",276,"EDDT"
"116",2013-04-26,25,18,10,14,10,5,94,57,22,1018,1008,1002,31,20,5,32,13,NA,1.02,7,"Rain",224,"EDDT"
"117",2013-04-27,10,8,6,9,4,2,100,79,50,1012,1008,1003,31,11,5,18,13,NA,0.25,7,"Rain",1,"EDDT"
"118",2013-04-28,14,10,6,5,2,-1,81,59,25,1017,1015,1011,31,13,10,14,8,NA,0,6,"Rain",293,"EDDT"
"119",2013-04-29,16,12,8,6,4,1,76,56,25,1020,1015,1014,31,12,10,34,13,NA,0,6,"Rain",238,"EDDT"
"120",2013-04-30,15,11,6,4,2,-3,81,52,23,1024,1022,1020,31,22,10,13,8,NA,0,7,NA,298,"EDDT"
"121",2013-05-01,16,11,7,5,3,1,71,51,31,1027,1025,1022,10,10,10,19,11,NA,0,4,NA,68,"EDDT"
"122",2013-05-02,16,12,9,8,5,-2,76,58,27,1023,1021,1020,27,14,10,21,10,NA,0,7,NA,37,"EDDT"
"123",2013-05-03,17,13,9,1,-3,-8,50,30,15,1021,1018,1016,10,10,10,19,11,NA,0,7,NA,26,"EDDT"
"124",2013-05-04,20,11,2,5,1,-2,87,44,13,1019,1017,1016,NA,NA,NA,19,6,NA,0,NA,NA,283,"EDDT"
"125",2013-05-05,21,13,6,8,6,4,93,51,25,1024,1023,1019,NA,NA,NA,16,6,NA,0,NA,NA,321,"EDDT"
"126",2013-05-06,23,17,11,10,8,5,76,51,23,1024,1022,1019,31,22,10,24,10,NA,0,2,"Rain",69,"EDDT"
"127",2013-05-07,22,18,14,16,13,10,94,71,50,1020,1016,1014,31,13,10,23,11,NA,0,6,"Rain-Thunderstorm",61,"EDDT"
"128",2013-05-08,24,19,15,16,14,12,94,74,39,1015,1013,1011,31,12,6,19,10,NA,0,5,"Fog-Rain-Thunderstorm",177,"EDDT"
"129",2013-05-09,22,18,14,15,13,9,94,74,46,1014,1012,1011,31,16,10,42,8,NA,1.02,5,"Rain-Thunderstorm",213,"EDDT"
"130",2013-05-10,19,16,12,14,11,7,94,72,39,1016,1012,1010,31,17,10,21,6,NA,0.25,6,"Rain",273,"EDDT"
"131",2013-05-11,18,12,7,11,8,6,93,67,38,1016,1014,1012,31,18,10,26,6,NA,0,6,"Rain",235,"EDDT"
"132",2013-05-12,18,12,7,12,8,6,100,78,36,1015,1012,1010,31,14,6,26,10,NA,1.02,5,"Fog-Rain",243,"EDDT"
"133",2013-05-13,17,11,5,9,6,4,100,70,34,1016,1014,1011,31,12,10,29,13,NA,0,4,"Fog",228,"EDDT"
"134",2013-05-14,16,12,9,10,7,5,94,68,38,1012,1011,1009,31,13,10,27,13,NA,0,5,"Rain",212,"EDDT"
"135",2013-05-15,26,17,9,10,7,5,87,52,19,1009,1005,1002,31,27,10,32,14,NA,0,1,NA,108,"EDDT"
"136",2013-05-16,26,21,15,12,9,6,72,48,21,1003,1000,997,31,26,10,32,14,45,0,3,"Rain",107,"EDDT"
"137",2013-05-17,28,23,17,16,12,9,65,47,23,1001,999,998,31,18,10,26,18,42,1.02,4,"Rain",103,"EDDT"
"138",2013-05-18,19,14,11,16,12,9,94,79,54,1011,1005,1001,31,14,5,32,13,52,3.05,6,"Rain",167,"EDDT"
"139",2013-05-19,23,16,9,12,9,8,94,67,30,1011,1009,1005,31,14,5,11,8,NA,0,4,NA,300,"EDDT"
"140",2013-05-20,17,16,13,13,10,7,94,69,40,1010,1008,1004,31,13,10,26,14,NA,0,6,NA,215,"EDDT"
"141",2013-05-21,18,13,9,9,7,6,88,63,37,1011,1009,1006,10,10,10,26,13,35,0,5,NA,227,"EDDT"
"142",2013-05-22,13,10,8,11,8,4,94,83,66,1007,1004,1002,31,12,9,32,14,NA,4.06,7,"Rain",237,"EDDT"
"143",2013-05-23,15,9,3,4,1,-3,87,56,20,1009,1008,1006,31,15,10,23,14,NA,0,2,NA,252,"EDDT"
"144",2013-05-24,16,11,7,7,5,1,82,62,33,1011,1009,1007,31,14,10,23,10,NA,0,6,"Rain",318,"EDDT"
"145",2013-05-25,11,9,8,9,8,5,100,88,69,1011,1008,1005,26,9,6,23,11,40,16,7,"Rain",287,"EDDT"
"146",2013-05-26,13,10,8,12,11,8,100,94,82,1005,1001,999,26,9,4,19,11,NA,2.03,7,"Rain",317,"EDDT"
"147",2013-05-27,18,12,7,10,7,5,93,69,35,1008,1006,1003,31,14,10,19,11,NA,0,5,"Rain",34,"EDDT"
"148",2013-05-28,18,13,8,13,11,8,100,87,57,1008,1003,999,31,11,5,21,11,NA,3.05,5,"Rain-Thunderstorm",308,"EDDT"
"149",2013-05-29,19,14,9,13,11,9,100,85,42,1004,1000,998,31,10,3,26,6,NA,4.06,6,"Rain",122,"EDDT"
"150",2013-05-30,21,16,11,15,13,11,100,79,48,1006,1004,1000,31,11,0,19,6,NA,0,6,"Fog-Rain",346,"EDDT"
"151",2013-05-31,22,18,13,16,14,12,94,87,55,1005,1001,999,31,12,6,43,13,47,10.92,6,"Rain-Thunderstorm",11,"EDDT"
"152",2013-06-01,22,18,13,16,14,13,100,87,52,1009,1006,1005,26,9,3,21,10,39,7.87,7,"Rain-Thunderstorm",348,"EDDT"
"153",2013-06-02,14,12,11,14,11,9,100,88,70,1019,1014,1009,31,10,3,23,14,47,2.03,7,"Rain",333,"EDDT"
"154",2013-06-03,18,14,11,9,8,6,82,63,38,1021,1020,1019,31,15,10,21,14,NA,0,6,"Rain",332,"EDDT"
"155",2013-06-04,20,14,8,13,9,5,94,69,35,1021,1020,1019,31,13,10,21,11,34,0,5,"Rain",338,"EDDT"
"156",2013-06-05,21,13,5,8,5,2,93,51,19,1022,1021,1020,10,10,10,16,6,NA,0,1,"Fog",33,"EDDT"
"157",2013-06-06,23,16,9,12,8,4,82,54,28,1023,1022,1020,10,10,10,14,6,NA,0,1,NA,38,"EDDT"
"158",2013-06-07,25,18,12,15,11,7,77,55,32,1022,1021,1018,31,17,10,13,6,NA,0,3,NA,12,"EDDT"
"159",2013-06-08,24,19,13,13,11,7,82,54,23,1020,1017,1013,31,13,10,14,6,NA,0,4,NA,330,"EDDT"
"160",2013-06-09,24,18,13,15,12,10,94,65,32,1014,1011,1008,31,12,5,19,8,NA,0,4,"Rain",23,"EDDT"
"161",2013-06-10,23,18,13,14,9,5,88,59,27,1012,1010,1008,31,12,9,14,8,NA,0,4,"Rain",4,"EDDT"
"162",2013-06-11,22,16,8,11,8,5,94,53,27,1018,1015,1013,10,10,10,13,5,NA,0,NA,"Fog",332,"EDDT"
"163",2013-06-12,26,19,12,11,9,6,88,50,21,1020,1018,1017,31,23,10,23,8,35,0,1,NA,172,"EDDT"
"164",2013-06-13,27,22,17,16,14,11,73,55,35,1017,1014,1009,31,16,10,26,14,NA,0,6,NA,202,"EDDT"
"165",2013-06-14,20,16,12,16,11,8,94,68,34,1020,1017,1009,31,13,4,34,19,61,0,6,"Rain",266,"EDDT"
"166",2013-06-15,24,17,11,12,10,8,94,58,29,1019,1015,1011,31,11,10,26,10,NA,0,6,"Fog-Rain",161,"EDDT"
"167",2013-06-16,22,18,13,12,9,6,82,54,29,1017,1015,1013,10,10,10,34,13,NA,0,7,"Rain",254,"EDDT"
"168",2013-06-17,25,20,15,11,9,8,72,49,25,1020,1017,1015,31,17,10,19,6,NA,0,8,"Rain",56,"EDDT"
"169",2013-06-18,28,23,18,18,14,11,69,55,36,1018,1016,1014,31,21,10,19,10,NA,0,2,"Rain",47,"EDDT"
"170",2013-06-19,33,26,18,20,17,14,78,55,25,1019,1015,1012,26,20,14,23,11,NA,0,NA,NA,88,"EDDT"
"171",2013-06-20,32,26,19,21,18,15,92,58,36,1014,1012,1009,31,15,6,53,14,80,21.08,6,"Rain-Thunderstorm",40,"EDDT"
"172",2013-06-21,26,22,18,18,14,10,94,65,30,1015,1011,1007,31,14,10,34,16,50,0,4,"Rain-Thunderstorm",214,"EDDT"
"173",2013-06-22,24,20,15,14,13,10,88,58,31,1015,1014,1012,10,10,10,21,11,NA,0,3,NA,222,"EDDT"
"174",2013-06-23,23,19,16,14,12,10,77,59,36,1014,1012,1011,26,11,10,24,13,NA,0,4,"Rain",239,"EDDT"
"175",2013-06-24,21,18,14,12,11,8,77,62,39,1019,1016,1014,10,10,10,14,8,NA,0,6,NA,271,"EDDT"
"176",2013-06-25,13,12,12,13,12,11,100,90,60,1020,1019,1019,31,9,6,19,13,NA,21.08,7,"Rain",311,"EDDT"
"177",2013-06-26,15,13,11,12,9,5,100,75,46,1022,1020,1018,31,12,6,32,19,45,0,7,"Rain",288,"EDDT"
"178",2013-06-27,19,13,8,11,8,6,87,63,36,1023,1022,1020,26,11,10,26,14,42,0,4,"Rain",240,"EDDT"
"179",2013-06-28,19,15,11,13,10,7,94,69,39,1021,1019,1017,31,14,10,21,6,NA,0,4,"Rain",218,"EDDT"
"180",2013-06-29,20,17,12,14,12,9,94,76,54,1019,1015,1013,31,16,10,27,11,45,2.03,6,"Rain",230,"EDDT"
"181",2013-06-30,16,12,8,11,8,5,93,72,43,1021,1020,1018,31,13,10,29,16,39,0,5,"Rain",271,"EDDT"
"182",2013-07-01,25,19,12,16,13,10,94,71,38,1018,1015,1014,31,13,5,37,13,NA,0,5,"Rain-Thunderstorm",260,"EDDT"
"183",2013-07-02,23,18,14,15,12,9,100,68,33,1017,1015,1014,31,15,9,29,10,32,0,4,"Rain",269,"EDDT"
"184",2013-07-03,28,22,16,17,14,11,82,57,30,1014,1011,1009,31,21,10,26,13,42,0.51,6,"Thunderstorm",147,"EDDT"
"185",2013-07-04,22,20,18,18,17,14,94,80,55,1023,1018,1013,31,12,5,21,10,NA,0.51,6,"Rain",256,"EDDT"
"186",2013-07-05,23,20,17,17,16,14,94,73,46,1029,1026,1023,31,13,6,18,6,NA,0,5,"Fog-Rain",307,"EDDT"
"187",2013-07-06,23,19,14,14,11,9,88,59,30,1031,1030,1029,31,17,10,13,6,NA,0,2,NA,347,"EDDT"
"188",2013-07-07,25,18,12,12,11,7,88,55,22,1032,1031,1029,31,11,10,14,6,NA,0,4,"Fog",11,"EDDT"
"189",2013-07-08,27,19,12,15,12,10,94,57,29,1031,1030,1027,31,16,10,11,6,NA,0,1,"Fog",337,"EDDT"
